Index,DateTime,Latitude,Longitude,Elevation,Velocity,MainPackSOC,MainPackVoltage,MainPackCurrent,ArrayCurrent,Identity,Array Power,Battery Power,Motor Power
635253171798531000,1/14/2014 5:26:19 PM,4438.9618,9259.9847,292.9,44,31,97.8,-3.12,6.4143,119079,627.31854,-305.136,932.45454
635253171808661000,1/14/2014 5:26:20 PM,4438.9716,9259.9907,293,44,31,97.8,-2.4,6.5985,119080,645.3333,-234.72,880.0533
635253171818812000,1/14/2014 5:26:21 PM,4438.9813,9259.9967,293.1,44,31,97.8,-1.6,6.3632,119081,622.32096,-156.48,778.80096
635253171828942000,1/14/2014 5:26:22 PM,4438.9909,9300.0027,293.6,44,31,97.8,0.73,6.4143,119082,627.31854,71.394,555.92454
635253171839153000,1/14/2014 5:26:23 PM,4439.0007,9300.0087,294.2,44,31,98,2.33,6.4592,119083,633.0016,228.34,404.6616
635253171849254000,1/14/2014 5:26:24 PM,4439.0105,9300.0147,294.3,44,31,98,1.93,6.4796,119084,635.0008,189.14,445.8608
635253171861084000,1/14/2014 5:26:26 PM,4439.02,9300.0206,294.6,44,31,98,2.95,6.4184,119085,629.0032,289.1,339.9032
635253171869495000,1/14/2014 5:26:26 PM,4439.0297,9300.0266,294.4,44,31,98,3.08,6.4796,119086,635.0008,301.84,333.1608
635253171879695000,1/14/2014 5:26:27 PM,4439.0393,9300.0328,294,44,31,98,4.05,6.4796,119087,635.0008,396.9,238.1008
635253171889886000,1/14/2014 5:26:28 PM,4439.0491,9300.039,294.2,45,31,98,4.05,6.4796,119088,635.0008,396.9,238.1008
635253171899947000,1/14/2014 5:26:29 PM,4439.059,9300.0452,294.6,45,31,98,6.12,6.4796,119089,635.0008,599.76,35.2408
635253171910087000,1/14/2014 5:26:31 PM,4439.0689,9300.0514,294.4,44,31,98,6.45,6.4184,119090,629.0032,632.1,-3.0968
635253171920208000,1/14/2014 5:26:32 PM,4439.0787,9300.0576,293.8,44,31,98,6.2,6.3571,119091,622.9958,607.6,15.3958
635253171930378000,1/14/2014 5:26:33 PM,4439.0885,9300.0637,293.5,45,31,98,6.25,6.3571,119092,622.9958,612.5,10.4958
635253171940459000,1/14/2014 5:26:34 PM,4439.0985,9300.0698,292.9,45,31,98,6.15,6.2959,119093,616.9982,602.7,14.2982
635253171950599000,1/14/2014 5:26:35 PM,4439.1085,9300.076,292.3,45,31,98.2,6.55,6.341,119094,622.6862,643.21,-20.5238
635253171960770000,1/14/2014 5:26:36 PM,4439.1186,9300.082,291.5,46,31,98.2,6.88,6.3003,119095,618.68946,675.616,-56.92654
635253171970901000,1/14/2014 5:26:37 PM,4439.1288,9300.0881,290.9,46,31,98.2,6.85,6.3003,119096,618.68946,672.67,-53.98054
635253171981041000,1/14/2014 5:26:38 PM,4439.1391,9300.0943,289.8,47,31,98.2,7.48,6.2392,119097,612.68944,734.536,-121.84656
635253171991222000,1/14/2014 5:26:39 PM,4439.1496,9300.1005,287.9,47,31,98.2,7.4,6.2392,119098,612.68944,726.68,-113.99056
635253172001312000,1/14/2014 5:26:40 PM,4439.1602,9300.1068,286.6,48,31,98.2,8.85,6.2392,119099,612.68944,869.07,-256.38056
635253172011473000,1/14/2014 5:26:41 PM,4439.1708,9300.1132,285.5,48,31,98.2,12.68,6.2392,119100,612.68944,1245.176,-632.48656
635253172030094000,1/14/2014 5:26:43 PM,4439.1924,9300.1264,284.8,49,31,98.8,19.2,6.2076,119101,613.31088,1896.96,-1283.64912
635253172031894000,1/14/2014 5:26:43 PM,4439.1924,9300.1264,283.8,49,31,98.8,19.2,6.2987,119102,622.31156,1896.96,-1274.64844
635253172042035000,1/14/2014 5:26:44 PM,4439.2032,9300.1331,282.5,49,31,98.8,19.2,6.2987,119103,622.31156,1896.96,-1274.64844
635253172052185000,1/14/2014 5:26:45 PM,4439.2141,9300.1398,281,49,31,98.5,16.12,6.3147,119104,621.99795,1587.82,-965.82205
635253172062336000,1/14/2014 5:26:46 PM,4439.225,9300.1465,279.6,49,31,98.5,16.2,6.3147,119105,621.99795,1595.7,-973.70205
635253172072456000,1/14/2014 5:26:47 PM,4439.2358,9300.1531,278.6,49,31,98.8,24.6,6.2987,119106,622.31156,2430.48,-1808.16844
635253172082587000,1/14/2014 5:26:48 PM,4439.2466,9300.1599,277.9,49,31,98.8,22.8,6.2987,119107,622.31156,2252.64,-1630.32844
635253172092777000,1/14/2014 5:26:49 PM,4439.2574,9300.1666,277.5,49,31,98.8,22.8,6.2987,119108,622.31156,2252.64,-1630.32844
635253172102878000,1/14/2014 5:26:50 PM,4439.2681,9300.1731,277.2,48,31,98.8,17.4,6.3595,119109,628.3186,1719.12,-1090.8014
635253172113009000,1/14/2014 5:26:51 PM,4439.2788,9300.1795,277.1,48,31,98.5,11.85,6.3756,119110,627.9966,1167.225,-539.2284
635253172123149000,1/14/2014 5:26:52 PM,4439.2894,9300.1858,277.2,48,31,98.5,12.28,6.3756,119111,627.9966,1209.58,-581.5834
635253172133300000,1/14/2014 5:26:53 PM,4439.2999,9300.1922,277.1,47,31,98.5,6.8,6.3756,119112,627.9966,669.8,-41.8034
635253172143420000,1/14/2014 5:26:54 PM,4439.3104,9300.1984,276.5,47,31,98.5,9.55,6.3756,119113,627.9966,940.675,-312.6784
635253172153581000,1/14/2014 5:26:55 PM,4439.3208,9300.2044,276.5,46,31,98.5,6.55,6.3756,119114,627.9966,645.175,-17.1784
635253172163692000,1/14/2014 5:26:56 PM,4439.331,9300.2102,276,46,31,98.5,6.85,6.3756,119115,627.9966,674.725,-46.7284
635253172173862000,1/14/2014 5:26:57 PM,4439.3411,9300.2161,275.8,46,31,98.5,6.55,6.3756,119116,627.9966,645.175,-17.1784
635253172188593000,1/14/2014 5:26:58 PM,4439.3512,9300.2219,275.7,46,31,98.5,6.55,6.3756,119117,627.9966,645.175,-17.1784
635253172194293000,1/14/2014 5:26:59 PM,4439.3711,9300.2339,275.7,45,31,98.2,7.05,6.3919,119118,627.68458,692.31,-64.62542
635253172204444000,1/14/2014 5:27:00 PM,4439.3809,9300.24,275.7,45,31,98.5,6.88,6.3756,119119,627.9966,677.68,-49.6834
635253172214564000,1/14/2014 5:27:01 PM,4439.3907,9300.2461,275.8,45,31,98.5,6.48,6.3756,119120,627.9966,638.28,-10.2834
635253172224825000,1/14/2014 5:27:02 PM,4439.4005,9300.2521,275.9,44,31,98.5,6.28,6.3756,119121,627.9966,618.58,9.4166
635253172234846000,1/14/2014 5:27:03 PM,4439.4005,9300.2521,276,44,31,98.5,6.53,6.3756,119122,627.9966,643.205,-15.2084
635253172245306000,1/14/2014 5:27:04 PM,4439.4202,9300.2642,276.3,44,31,98.2,-0.32,6.3919,119123,627.68458,-31.424,659.10858
635253172255147000,1/14/2014 5:27:05 PM,4439.4299,9300.2702,276.6,44,31,98,-4.67,6.3776,119124,625.0048,-457.66,1082.6648
635253172265267000,1/14/2014 5:27:06 PM,4439.4395,9300.2762,276.6,44,31,98.2,2.15,6.3613,119125,624.67966,211.13,413.54966
635253172275398000,1/14/2014 5:27:07 PM,4439.4492,9300.2821,276.6,44,31,98,-0.6,6.3776,119126,625.0048,-58.8,683.8048
635253172285529000,1/14/2014 5:27:08 PM,4439.4492,9300.2821,276.8,44,31,98,-1.8,6.4184,119127,629.0032,-176.4,805.4032
635253172295669000,1/14/2014 5:27:09 PM,4439.4686,9300.2936,276.6,44,31,98,-1.4,6.4184,119128,629.0032,-137.2,766.2032
635253172305810000,1/14/2014 5:27:10 PM,4439.4784,9300.2994,276.7,44,31,98.2,-0.12,6.341,119129,622.6862,-11.784,634.4702
635253172315960000,1/14/2014 5:27:11 PM,4439.4882,9300.3053,276.6,44,31,98,-0.8,6.4388,119130,631.0024,-78.4,709.4024
635253172326091000,1/14/2014 5:27:12 PM,4439.4979,9300.3113,276.6,44,31,98,-0.75,6.2959,119131,616.9982,-73.5,690.4982
635253172336302000,1/14/2014 5:27:13 PM,4439.4979,9300.3113,276.7,44,31,98,-0.72,6.3571,119132,622.9958,-70.56,693.5558
635253172353192000,1/14/2014 5:27:15 PM,4439.5176,9300.3233,276.5,44,31,98,0.48,6.3571,119133,622.9958,47.04,575.9558
635253172356573000,1/14/2014 5:27:15 PM,4439.5275,9300.3293,276.5,44,31,98,0.08,6.3571,119134,622.9958,7.84,615.1558
635253172366663000,1/14/2014 5:27:16 PM,4439.5373,9300.3356,276.8,44,31,98,0.55,6.3571,119135,622.9958,53.9,569.0958
635253172376804000,1/14/2014 5:27:17 PM,4439.5471,9300.3417,276.7,44,31,98,-0.85,6.4796,119136,635.0008,-83.3,718.3008
635253172386954000,1/14/2014 5:27:18 PM,4439.5471,9300.3417,276.3,44,31,98,-0.92,6.4796,119137,635.0008,-90.16,725.1608
635253172397085000,1/14/2014 5:27:19 PM,4439.5665,9300.3534,275.8,44,31,98,-0.12,6.4796,119138,635.0008,-11.76,646.7608
635253172407225000,1/14/2014 5:27:20 PM,4439.5763,9300.3594,275.1,44,31,98,0.8,6.4796,119139,635.0008,78.4,556.6008
635253172417366000,1/14/2014 5:27:21 PM,4439.5861,9300.3654,275,44,31,98,-0.2,6.4184,119140,629.0032,-19.6,648.6032
635253172427497000,1/14/2014 5:27:22 PM,4439.5958,9300.3713,274.9,44,31,98,-0.27,6.5408,119141,640.9984,-26.46,667.4584
635253172437647000,1/14/2014 5:27:23 PM,4439.5958,9300.3713,274.6,44,31,98,-0.27,6.2959,119142,616.9982,-26.46,643.4582
635253172447788000,1/14/2014 5:27:24 PM,4439.6152,9300.3829,274.1,44,31,97.8,-5.8,6.312,119143,617.3136,-567.24,1184.5536
635253172457958000,1/14/2014 5:27:25 PM,4439.6249,9300.3889,273.5,44,31,97.8,-5.72,6.4143,119144,627.31854,-559.416,1186.73454
635253172468059000,1/14/2014 5:27:26 PM,4439.6346,9300.3949,273.3,44,31,97.8,-8.2,6.3632,119145,622.32096,-801.96,1424.28096
635253172478210000,1/14/2014 5:27:27 PM,4439.6444,9300.401,273.1,45,31,97.8,-8.12,6.5371,119146,639.32838,-794.136,1433.46438
635253172488340000,1/14/2014 5:27:28 PM,4439.6444,9300.401,272.8,45,31,97.8,-7.55,6.4757,119147,633.32346,-738.39,1371.71346
635253172498511000,1/14/2014 5:27:29 PM,4439.664,9300.4135,272.3,44,31,97.8,-7.8,6.4757,119148,633.32346,-762.84,1396.16346
635253172517562000,1/14/2014 5:27:31 PM,4439.6834,9300.4257,271.8,44,31,97.8,-7.07,6.4143,119149,627.31854,-691.446,1318.76454
635253172518932000,1/14/2014 5:27:31 PM,4439.6834,9300.4257,271.8,44,31,97.8,-6.4,6.5371,119150,639.32838,-625.92,1265.24838
635253172528942000,1/14/2014 5:27:32 PM,4439.6931,9300.4317,271.8,44,31,97.8,-6.05,6.5371,119151,639.32838,-591.69,1231.01838
635253172539053000,1/14/2014 5:27:33 PM,4439.703,9300.4376,272.2,45,31,97.8,-6.05,6.3632,119152,622.32096,-591.69,1214.01096
635253172549184000,1/14/2014 5:27:34 PM,4439.7129,9300.4433,271.9,44,31,97.8,-6.92,6.4757,119153,633.32346,-676.776,1310.09946
635253172559334000,1/14/2014 5:27:35 PM,4439.7227,9300.4491,271.6,44,31,97.8,-8.15,6.5371,119154,639.32838,-797.07,1436.39838
635253172569525000,1/14/2014 5:27:36 PM,4439.7326,9300.4551,271.6,44,31,97.8,-7.92,6.5371,119155,639.32838,-774.576,1413.90438
635253172579625000,1/14/2014 5:27:37 PM,4439.7424,9300.4613,271.7,45,31,97.8,-6.95,6.5371,119156,639.32838,-679.71,1319.03838
635253172589816000,1/14/2014 5:27:38 PM,4439.7523,9300.4673,271.9,45,31,97.8,-7.2,6.4143,119157,627.31854,-704.16,1331.47854
635253172599897000,1/14/2014 5:27:39 PM,4439.7621,9300.4732,272,44,31,97.8,-7.05,6.5371,119158,639.32838,-689.49,1328.81838
635253172610107000,1/14/2014 5:27:41 PM,4439.7717,9300.4791,271.9,44,31,97.8,-6.6,6.4143,119159,627.31854,-645.48,1272.79854
635253172620168000,1/14/2014 5:27:42 PM,4439.7815,9300.4851,272.8,44,31,97.8,-6.15,6.5371,119160,639.32838,-601.47,1240.79838
635253172630328000,1/14/2014 5:27:43 PM,4439.7913,9300.491,273.7,45,31,97.8,-6.85,6.4757,119161,633.32346,-669.93,1303.25346
635253172640459000,1/14/2014 5:27:44 PM,4439.8012,9300.497,274.3,44,31,97.5,-7.67,6.5538,119162,638.9955,-747.825,1386.8205
635253172650619000,1/14/2014 5:27:45 PM,4439.8109,9300.5028,275.3,43,31,97.5,-8.27,6.5436,119163,638.001,-806.325,1444.326
635253172660760000,1/14/2014 5:27:46 PM,4439.8205,9300.5084,275.4,43,31,97.5,-7.92,6.2359,119164,608.00025,-772.2,1380.20025
635253172671521000,1/14/2014 5:27:47 PM,4439.8301,9300.5142,275.9,43,31,97.5,-8.32,6.4821,119165,632.00475,-811.2,1443.20475
635253172682681000,1/14/2014 5:27:48 PM,4439.8397,9300.5201,276.2,43,31,97.5,-8.07,6.6051,119166,643.99725,-786.825,1430.82225
635253172691152000,1/14/2014 5:27:49 PM,4439.8491,9300.5258,277.4,42,31,97.5,-8.07,3.0051,119167,292.99725,-786.825,1079.82225
635253172701292000,1/14/2014 5:27:50 PM,4439.8584,9300.5314,278.1,43,31,97.5,-7.6,6.5436,119168,638.001,-741,1379.001
635253172711423000,1/14/2014 5:27:51 PM,4439.8677,9300.5368,279.1,41,31,97.5,-7.8,6.6051,119169,643.99725,-760.5,1404.49725
635253172721563000,1/14/2014 5:27:52 PM,4439.8769,9300.5419,280.1,41,31,97.5,-7.4,6.359,119170,620.0025,-721.5,1341.5025
635253172731694000,1/14/2014 5:27:53 PM,4439.8861,9300.5469,280.9,41,31,97.5,-7.35,6.359,119171,620.0025,-716.625,1336.6275
635253172741865000,1/14/2014 5:27:54 PM,4439.8952,9300.5518,281.4,40,31,97.5,-7.25,6.4821,119172,632.00475,-706.875,1338.87975
635253172751985000,1/14/2014 5:27:55 PM,4439.9042,9300.5565,282,40,31,97.5,-7.75,6.4821,119173,632.00475,-755.625,1387.62975
635253172762126000,1/14/2014 5:27:56 PM,4439.9133,9300.5612,282.3,40,31,97.5,-7.47,6.4205,119174,625.99875,-728.325,1354.32375
635253172772266000,1/14/2014 5:27:57 PM,4439.9222,9300.5658,282.2,40,31,97.5,-7.52,6.2359,119175,608.00025,-733.2,1341.20025
635253172782427000,1/14/2014 5:27:58 PM,4439.9312,9300.5703,282.9,39,31,97.5,-8.27,6.4205,119176,625.99875,-806.325,1432.32375
635253172792668000,1/14/2014 5:27:59 PM,4439.9401,9300.5748,283.9,40,31,97.5,-9.75,6.6667,119177,650.00325,-950.625,1600.62825
635253172802698000,1/14/2014 5:28:00 PM,4439.9491,9300.5792,284.2,40,31,97.5,-11,6.359,119178,620.0025,-1072.5,1692.5025
635253172812849000,1/14/2014 5:28:01 PM,4439.9581,9300.5833,284.7,39,31,97.5,-11.85,6.359,119179,620.0025,-1155.375,1775.3775
635253172822979000,1/14/2014 5:28:02 PM,4439.9672,9300.5875,284.9,40,31,97.5,-10.2,6.1744,119180,602.004,-994.5,1596.504
635253172833110000,1/14/2014 5:28:03 PM,4439.9763,9300.5916,285.2,39,31,97.5,-10.88,6.4821,119181,632.00475,-1060.8,1692.80475
635253172847831000,1/14/2014 5:28:04 PM,4439.9943,9300.6005,285.3,40,31,97.5,-8.8,6.4205,119182,625.99875,-858,1483.99875
635253172853381000,1/14/2014 5:28:05 PM,4439.9943,9300.6005,285.3,40,31,97.5,-8.8,6.5436,119183,638.001,-858,1496.001
635253172863542000,1/14/2014 5:28:06 PM,4440.0034,9300.605,285.2,40,31,97.2,-11.88,6.5604,119184,637.67088,-1154.736,1792.40688
635253172873662000,1/14/2014 5:28:07 PM,4440.0126,9300.6093,285,40,31,97.2,-12.95,6.4781,119185,629.67132,-1258.74,1888.41132
635253172883793000,1/14/2014 5:28:08 PM,4440.0216,9300.6137,285.1,40,31,97.2,-12.85,6.1799,119186,600.68628,-1249.02,1849.70628
635253172894003000,1/14/2014 5:28:09 PM,4440.0307,9300.6181,285.3,40,31,97.2,-12.85,6.5398,119187,635.66856,-1249.02,1884.68856
635253172904114000,1/14/2014 5:28:10 PM,4440.0399,9300.6226,285.6,41,31,97.2,-10.92,6.5398,119188,635.66856,-1061.424,1697.09256
635253172914215000,1/14/2014 5:28:11 PM,4440.0585,9300.6315,285.7,41,31,97.5,-10.67,6.5846,119189,641.9985,-1040.325,1682.3235
635253172924365000,1/14/2014 5:28:12 PM,4440.0678,9300.636,285.7,41,31,97.5,-8.15,6.359,119190,620.0025,-794.625,1414.6275
635253172934516000,1/14/2014 5:28:13 PM,4440.0678,9300.636,285.6,41,31,97.5,-7.2,6.359,119191,620.0025,-702,1322.0025
635253172944636000,1/14/2014 5:28:14 PM,4440.0863,9300.6455,285.4,41,31,97.5,-7,6.7897,119192,661.99575,-682.5,1344.49575
635253172954797000,1/14/2014 5:28:15 PM,4440.0955,9300.6501,285.2,41,31,97.5,-6.65,6.7897,119193,661.99575,-648.375,1310.37075
635253172964927000,1/14/2014 5:28:16 PM,4440.1048,9300.6546,285.1,41,31,97.5,-7.88,6.359,119194,620.0025,-768.3,1388.3025
635253172975068000,1/14/2014 5:28:17 PM,4440.1141,9300.6596,284.9,41,31,97.5,-7.95,6.4821,119195,632.00475,-775.125,1407.12975
635253172985218000,1/14/2014 5:28:18 PM,4440.1141,9300.6596,285,41,31,97.5,-7.92,6.4205,119196,625.99875,-772.2,1398.19875
635253172995339000,1/14/2014 5:28:19 PM,4440.1326,9300.6689,285,41,31,97.5,-8.05,6.359,119197,620.0025,-784.875,1404.8775
635253173008780000,1/14/2014 5:28:20 PM,4440.1418,9300.6735,285,41,31,97.5,-6.8,5.9897,119198,583.99575,-663,1246.99575
635253173015620000,1/14/2014 5:28:21 PM,4440.1511,9300.6781,284.7,41,31,97.5,-7.07,6.4821,119199,632.00475,-689.325,1321.32975
635253173025761000,1/14/2014 5:28:22 PM,4440.1603,9300.6828,284.9,41,31,97.5,-6.88,6.4821,119200,632.00475,-670.8,1302.80475
635253173035961000,1/14/2014 5:28:23 PM,4440.1603,9300.6828,284.7,41,31,97.5,-4.65,6.6051,119201,643.99725,-453.375,1097.37225
635253173046052000,1/14/2014 5:28:24 PM,4440.1789,9300.6921,284.9,41,31,97.5,-4.47,6.4821,119202,632.00475,-435.825,1067.82975
635253173056193000,1/14/2014 5:28:25 PM,4440.1882,9300.6967,285,41,31,97.5,-4.47,6.4821,119203,632.00475,-435.825,1067.82975
635253173066313000,1/14/2014 5:28:26 PM,4440.1974,9300.7013,284.9,41,31,97.5,-4.6,6.4205,119204,625.99875,-448.5,1074.49875
635253173076454000,1/14/2014 5:28:27 PM,4440.2067,9300.7058,284.6,41,31,97.5,-4.92,6.4205,119205,625.99875,-479.7,1105.69875
635253173086624000,1/14/2014 5:28:28 PM,4440.2067,9300.7058,284.5,41,31,97.5,-5.12,6.4205,119206,625.99875,-499.2,1125.19875
635253173096745000,1/14/2014 5:28:29 PM,4440.2255,9300.7147,284.7,41,31,97.5,-6.45,6.2974,119207,613.9965,-628.875,1242.8715
635253173106886000,1/14/2014 5:28:30 PM,4440.2349,9300.719,284.6,41,31,97.5,-6.47,6.4821,119208,632.00475,-630.825,1262.82975
635253173117036000,1/14/2014 5:28:31 PM,4440.2444,9300.7234,284.8,41,31,97.5,-6.75,6.2359,119209,608.00025,-658.125,1266.12525
635253173127167000,1/14/2014 5:28:32 PM,4440.2539,9300.7277,285,41,31,97.5,-6.88,6.5436,119210,638.001,-670.8,1308.801
635253173137307000,1/14/2014 5:28:33 PM,4440.2539,9300.7277,285,41,31,97.5,-6.88,6.1128,119211,595.998,-670.8,1266.798
635253173147468000,1/14/2014 5:28:34 PM,4440.273,9300.7363,285.3,42,30.5,97.5,-8.85,6.5436,119212,638.001,-862.875,1500.876
635253173157598000,1/14/2014 5:28:35 PM,4440.2826,9300.7408,285.2,42,30.5,97.2,-10.72,6.3136,119213,613.68192,-1041.984,1655.66592
635253173172149000,1/14/2014 5:28:37 PM,4440.2922,9300.7453,286.5,42,30.5,97.5,-9.45,6.4,119214,624,-921.375,1545.375
635253173178020000,1/14/2014 5:28:37 PM,4440.3019,9300.75,286.5,42,30.5,97.5,-10.15,6.359,119215,620.0025,-989.625,1609.6275
635253173188160000,1/14/2014 5:28:38 PM,4440.3019,9300.75,287,42,30.5,97.2,-9.8,6.3753,119216,619.67916,-952.56,1572.23916
635253173198291000,1/14/2014 5:28:39 PM,4440.3212,9300.7596,287.5,42,30.5,97.5,-7.12,6.4615,119217,629.99625,-694.2,1324.19625
635253173208431000,1/14/2014 5:28:40 PM,4440.3308,9300.7643,287.5,42,30.5,97.5,-7.2,6.5436,119218,638.001,-702,1340.001
635253173218572000,1/14/2014 5:28:41 PM,4440.3405,9300.769,287.6,42,30.5,97.5,-7.72,6.4205,119219,625.99875,-752.7,1378.69875
635253173228722000,1/14/2014 5:28:42 PM,4440.3502,9300.7736,287.7,42,30.5,97.5,-7.72,6.359,119220,620.0025,-752.7,1372.7025
635253173238863000,1/14/2014 5:28:43 PM,4440.3599,9300.7782,288,43,30.5,97.5,-7.72,6.359,119221,620.0025,-752.7,1372.7025
635253173248994000,1/14/2014 5:28:44 PM,4440.3697,9300.783,288.4,43,30.5,97.5,-6.75,6.359,119222,620.0025,-658.125,1278.1275
635253173259144000,1/14/2014 5:28:45 PM,4440.3794,9300.7879,288.2,42,30.5,97.5,-6.47,6.359,119223,620.0025,-630.825,1250.8275
635253173269295000,1/14/2014 5:28:46 PM,4440.3891,9300.7926,288.7,43,30.5,97.5,-7.12,6.359,119224,620.0025,-694.2,1314.2025
635253173279425000,1/14/2014 5:28:47 PM,4440.3989,9300.7973,289.4,43,30.5,97.5,-7.67,6.359,119225,620.0025,-747.825,1367.8275
635253173289556000,1/14/2014 5:28:48 PM,4440.4087,9300.8019,290,43,30.5,97.5,-7.67,6.359,119226,620.0025,-747.825,1367.8275
635253173299717000,1/14/2014 5:28:49 PM,4440.4186,9300.8066,290.6,43,30.5,97.2,-7.72,6.3753,119227,619.67916,-750.384,1370.06316
635253173309867000,1/14/2014 5:28:50 PM,4440.4285,9300.8113,291.4,43,30.5,97.5,-7.27,6.359,119228,620.0025,-708.825,1328.8275
635253173320048000,1/14/2014 5:28:52 PM,4440.4384,9300.8158,291.9,43,30.5,97.2,-7.47,6.3753,119229,619.67916,-726.084,1345.76316
635253173335569000,1/14/2014 5:28:53 PM,4440.4482,9300.8204,292.5,43,30.5,97.5,-6.32,6.359,119230,620.0025,-616.2,1236.2025
635253173340279000,1/14/2014 5:28:54 PM,4440.458,9300.825,292.5,43,30.5,97.5,-6.75,6.2359,119231,608.00025,-658.125,1266.12525
635253173350410000,1/14/2014 5:28:55 PM,4440.4679,9300.8295,292.8,43,30.5,97.5,-1.67,6.2359,119232,608.00025,-162.825,770.82525
635253173360560000,1/14/2014 5:28:56 PM,4440.4777,9300.8342,293.1,43,30.5,97.5,-1.05,6.2359,119233,608.00025,-102.375,710.37525
635253173370691000,1/14/2014 5:28:57 PM,4440.4875,9300.839,293.7,43,30.5,97.8,-0.75,6.2199,119234,608.30622,-73.35,681.65622
635253173380831000,1/14/2014 5:28:58 PM,4440.4972,9300.8438,293.7,43,30.5,97.5,-0.25,6.2359,119235,608.00025,-24.375,632.37525
635253173390972000,1/14/2014 5:28:59 PM,4440.5068,9300.8485,293.2,42,30.5,97.8,-1.27,6.2199,119236,608.30622,-124.206,732.51222
635253173401112000,1/14/2014 5:29:00 PM,4440.5164,9300.8532,292.9,43,30.5,97.5,-7.95,6.2359,119237,608.00025,-775.125,1383.12525
635253173411253000,1/14/2014 5:29:01 PM,4440.5261,9300.8581,293.8,42,30.5,97.5,-9.2,6.2359,119238,608.00025,-897,1505.00025
635253173421394000,1/14/2014 5:29:02 PM,4440.5358,9300.8627,293.9,43,30.5,97.2,-8.88,6.2519,119239,607.68468,-863.136,1470.82068
635253173431534000,1/14/2014 5:29:03 PM,4440.5456,9300.8672,294.6,43,30.5,97.5,-8.52,6.2359,119240,608.00025,-830.7,1438.70025
635253173441675000,1/14/2014 5:29:04 PM,4440.5555,9300.8717,294.7,43,30.5,97.5,-8.52,6.2359,119241,608.00025,-830.7,1438.70025
635253173451805000,1/14/2014 5:29:05 PM,4440.5653,9300.8762,295,43,30.5,97.5,-8,6.2359,119242,608.00025,-780,1388.00025
635253173461946000,1/14/2014 5:29:06 PM,4440.5752,9300.8809,295.2,43,30.5,97.5,-7.32,6.2359,119243,608.00025,-713.7,1321.70025
635253173472106000,1/14/2014 5:29:07 PM,4440.5851,9300.8857,295.3,44,30.5,97.5,-6.95,6.2359,119244,608.00025,-677.625,1285.62525
635253173482277000,1/14/2014 5:29:08 PM,4440.5951,9300.8905,295.3,44,30.5,97.5,-7.07,6.2359,119245,608.00025,-689.325,1297.32525
635253173498858000,1/14/2014 5:29:09 PM,4440.6151,9300.9002,295.5,44,30.5,97.5,-7.2,6.2359,119246,608.00025,-702,1310.00025
635253173502508000,1/14/2014 5:29:10 PM,4440.6151,9300.9002,294.7,44,30.5,97.5,-6.95,6.2974,119247,613.9965,-677.625,1291.6215
635253173512639000,1/14/2014 5:29:11 PM,4440.625,9300.9052,294.2,44,30.5,97.5,-5.8,6.2974,119248,613.9965,-565.5,1179.4965
635253173522809000,1/14/2014 5:29:12 PM,4440.635,9300.91,293.4,44,30.5,97.5,-5.75,6.2974,119249,613.9965,-560.625,1174.6215
635253173532920000,1/14/2014 5:29:13 PM,4440.645,9300.9148,293.5,44,30.5,97.5,-4.65,6.2974,119250,613.9965,-453.375,1067.3715
635253173543060000,1/14/2014 5:29:14 PM,4440.6551,9300.9196,293.5,44,30.5,97.5,-4.65,6.2974,119251,613.9965,-453.375,1067.3715
635253173553211000,1/14/2014 5:29:15 PM,4440.6652,9300.9244,293.9,44,30.5,97.5,-3.95,6.2974,119252,613.9965,-385.125,999.1215
635253173563352000,1/14/2014 5:29:16 PM,4440.6754,9300.9293,293.7,45,30.5,97.5,-3,6.2974,119253,613.9965,-292.5,906.4965
635253173573492000,1/14/2014 5:29:17 PM,4440.6854,9300.9342,293,44,30.5,97.5,-3.35,6.2974,119254,613.9965,-326.625,940.6215
635253173583633000,1/14/2014 5:29:18 PM,4440.6954,9300.9389,293.3,44,30.5,97.5,-3.25,6.2974,119255,613.9965,-316.875,930.8715
635253173593753000,1/14/2014 5:29:19 PM,4440.7056,9300.9437,293.2,44,30.5,97.5,-3.25,6.2974,119256,613.9965,-316.875,930.8715
635253173603904000,1/14/2014 5:29:20 PM,4440.7157,9300.9485,292.5,44,30.5,97.5,-1.35,6.2974,119257,613.9965,-131.625,745.6215
635253173614055000,1/14/2014 5:29:21 PM,4440.7256,9300.9533,292.7,44,30.5,97.5,-1.85,6.2974,119258,613.9965,-180.375,794.3715
635253173624305000,1/14/2014 5:29:22 PM,4440.7457,9300.963,292.8,44,30.5,97.5,-2.35,6.2974,119259,613.9965,-229.125,843.1215
635253173634356000,1/14/2014 5:29:23 PM,4440.7457,9300.963,292.6,44,30.5,97.5,-1.72,6.1744,119260,602.004,-167.7,769.704
635253173644466000,1/14/2014 5:29:24 PM,4440.7656,9300.9724,291.8,44,30.5,97.5,-1.65,6.1744,119261,602.004,-160.875,762.879
635253173662437000,1/14/2014 5:29:26 PM,4440.7756,9300.9771,292.2,44,30.5,97.8,-0.85,6.1586,119262,602.31108,-83.13,685.44108
635253173664747000,1/14/2014 5:29:26 PM,4440.7856,9300.9818,292.2,44,30.5,97.8,-0.85,6.3018,119263,616.31604,-83.13,699.44604
